dsc_cidade,nota,data_ref
"Maracanaú","9.37933031837428","2011-12-31"
"Balneário Piçarras","10","2011-12-31"
"Pedranópolis","10","2011-12-31"
"Bertópolis","4.54397278991213","2011-12-31"
"Mogi Mirim","10","2011-12-31"
"Jaguaruna","10","2011-12-31"
"Divino de São Lourenço","6.43769983598617","2011-12-31"
"Senador Elói de Souza","10","2011-12-31"
"Várzea Grande","7.77242741292016","2011-12-31"
"Goianira","7.81236383457434","2011-12-31"
"Senador Canedo","8.45109268413789","2011-12-31"
"Conceição do Jacuípe","4.89107213639833","2011-12-31"
"Bananal","10","2011-12-31"
"Águas Vermelhas","4.63756290357357","2011-12-31"
"Campestre","8.7609411810826","2011-12-31"
"Ingazeira","5.2188878176057","2011-12-31"
"Vila Propício","9.9176670102999","2011-12-31"
"Barra do Choça","10","2011-12-31"
"Independência","10","2011-12-31"
"Gurupi","7.85343742965818","2011-12-31"
"Alta Floresta","10","2011-12-31"
"São José de Mipibu","10","2011-12-31"
"Sooretama","9.63558454816107","2011-12-31"
"Aliança do Tocantins","8.86359269487582","2011-12-31"
"Japaratinga","8.33611554692714","2011-12-31"
"Rio Paranaíba","7.3952462698331","2011-12-31"
"Nova Iguaçu","9.36626221097375","2011-12-31"
"Campinas do Piauí","5.80957638827826","2011-12-31"
"Bom Jesus da Penha","9.33635299616722","2011-12-31"
"Echaporã","10","2011-12-31"
"Catingueira","9.02406089914178","2011-12-31"
"Nazaré","6.31404010723828","2011-12-31"
"Campos dos Goytacazes","9.63182120601738","2011-12-31"
"Rafael Jambeiro","5.61285601767948","2011-12-31"
"Santa Luzia do Norte","10","2011-12-31"
"Denise","5.2057363089233","2011-12-31"
"São José dos Cordeiros","6.87804370170409","2011-12-31"
"Petrópolis","10","2011-12-31"
"Amarante do Maranhão","7.74222522645839","2011-12-31"
"Manoel Emídio","5.50970829372184","2011-12-31"
"Jari","9.38978200642074","2011-12-31"
"Lajeado Grande","10","2011-12-31"
"Eldorado","10","2011-12-31"
"Potiraguá","6.91414226636498","2011-12-31"
"Santo Ângelo","10","2011-12-31"
"Serranópolis do Iguaçu","10","2011-12-31"
"Bandeira","6.5045758739203","2011-12-31"
"Caraúbas","8.10059164885394","2011-12-31"
"Silva Jardim","9.19547353393822","2011-12-31"
"Garruchos","7.81509643434934","2011-12-31"
"Quatis","5.96359294650151","2011-12-31"
"Jataizinho","10","2011-12-31"
"Taperoá","7.47630183800555","2011-12-31"
"Lavras da Mangabeira","8.65700733362216","2011-12-31"
"Indianópolis","5.91828692610297","2011-12-31"
"Boa Esperança","7.3466836964413","2011-12-31"
"Marabá","7.16282715581559","2011-12-31"
"Santa Filomena","10","2011-12-31"
"Campina da Lagoa","5.16945966225522","2011-12-31"
"Ibertioga","6.49532383229416","2011-12-31"
"Getulina","6.09371367028605","2011-12-31"
"Macaé","10","2011-12-31"
"Tomé-Açu","7.9025983219614","2011-12-31"
"Icaraíma","6.96410480575938","2011-12-31"
"Santana do Cariri","8.84744241621681","2011-12-31"
"Urucará","7.88795278292356","2011-12-31"
"Santo Antônio da Platina","8.22758146322714","2011-12-31"
"Cascalho Rico","10","2011-12-31"
"São José do Goiabal","10","2011-12-31"
"Piripiri","9.22934809983351","2011-12-31"
"Ribamar Fiquene","7.51305272910358","2011-12-31"
"Ouro Verde","10","2011-12-31"
"Erval Grande","10","2011-12-31"
"Dom Basílio","5.88546188327774","2011-12-31"
"Cocalzinho de Goiás","6.30854854242888","2011-12-31"
"Lauro de Freitas","10","2011-12-31"
"São José dos Pinhais","10","2011-12-31"
"Capão do Leão","9.52271406249017","2011-12-31"
"Pedrão","9.91519052482374","2011-12-31"
"Zé Doca","10","2011-12-31"
"Olivedos","10","2011-12-31"
"Óleo","7.02178197358929","2011-12-31"
"Governador Jorge Teixeira","5.75738843130274","2011-12-31"
"Jaú do Tocantins","8.26077963827937","2011-12-31"
"Ibaiti","10","2011-12-31"
"São Bentinho","5.67642830277689","2011-12-31"
"Espumoso","8.24834400549566","2011-12-31"
"Guaimbê","10","2011-12-31"
"São José do Cedro","7.22106392388257","2011-12-31"
"Itapema","10","2011-12-31"
"Jardim de Angicos","7.38696001777919","2011-12-31"
"Selvíria","8.17311451240599","2011-12-31"
"Herveiras","9.32381091875122","2011-12-31"
"Canaã","10","2011-12-31"
"Novo Barreiro","8.54575366794143","2011-12-31"
"Porto de Pedras","9.11317841200117","2011-12-31"
"Macaíba","10","2011-12-31"
"Borá","6.45483652889135","2011-12-31"
"Taquari","9.53078500438502","2011-12-31"
"Condor","9.19439546596876","2011-12-31"
"Mirassolândia","10","2011-12-31"
"Dom Cavati","6.57225226948736","2011-12-31"
"Japurá","6.52631116773183","2011-12-31"
"Muriaé","7.11673511776413","2011-12-31"
"Novo Horizonte","10","2011-12-31"
"Cruz","6.26054189337542","2011-12-31"
"Érico Cardoso","5.93321601389177","2011-12-31"
"Bom Sucesso","4.9951791338306","2011-12-31"
"Flores do Piauí","8.24103308539816","2011-12-31"
"Iepê","7.19121775951208","2011-12-31"
"Tapejara","10","2011-12-31"
"Canápolis","5.56297690665473","2011-12-31"
"Pedra Mole","7.45109017318513","2011-12-31"
"Varjão","10","2011-12-31"
"Ibarama","7.61340226586855","2011-12-31"
"Chapada","10","2011-12-31"
"Sento Sé","5.4732490492132","2011-12-31"
"Rio Negro","4.51909143952765","2011-12-31"
"São João da Lagoa","8.02748438748921","2011-12-31"
"Lagoa Alegre","9.14491872075303","2011-12-31"
"Campo Formoso","6.22682260462739","2011-12-31"
"Cerro Grande","7.20202065237694","2011-12-31"
"Paranapanema","9.87848964850314","2011-12-31"
"Faxinal","8.80633016892654","2011-12-31"
"Avaré","10","2011-12-31"
"Niterói","9.41572955870198","2011-12-31"
"Itapipoca","10","2011-12-31"
"Andradina","10","2011-12-31"
"Mauriti","6.47786760764224","2011-12-31"
"Naque","7.19619593915275","2011-12-31"
"Peri Mirim","5.41539549473467","2011-12-31"
"Ipumirim","10","2011-12-31"
"Água Clara","9.90527038931671","2011-12-31"
"Sandolândia","7.75925537050575","2011-12-31"
"Montenegro","10","2011-12-31"
"Nazaré do Piauí","5.98576932827911","2011-12-31"
"Aurora","8.27067088622147","2011-12-31"
"Carmésia","8.95836531009197","2011-12-31"
"Candói","10","2011-12-31"
"Balneário Pinhal","10","2011-12-31"
"Salmourão","6.4860703157489","2011-12-31"
"Mariano Moro","6.531508683188","2011-12-31"
"Wenceslau Braz","10","2011-12-31"
"Dom Expedito Lopes","5.19241410214543","2011-12-31"
"Cajueiro","6.52142454568509","2011-12-31"
"Machadinho D'Oeste","5.85573137834523","2011-12-31"
"Jaraguá do Sul","10","2011-12-31"
"Buriti do Tocantins","6.64287436841245","2011-12-31"
"Jericó","4.06784283507712","2011-12-31"
"Rio Sono","10","2011-12-31"
"Querência do Norte","8.34622271396054","2011-12-31"
"Tijucas do Sul","10","2011-12-31"
"Viadutos","7.73643265067582","2011-12-31"
"Coronel Bicaco","10","2011-12-31"
"Pontes Gestal","10","2011-12-31"
"Governador Newton Bello","10","2011-12-31"
"Tatuí","10","2011-12-31"
"Flórida","10","2011-12-31"
"Guiratinga","4.901444999043","2011-12-31"
"Pontalina","8.62893570887172","2011-12-31"
"Taciba","9.70330534367675","2011-12-31"
"Cascavel","10","2011-12-31"
"Gravatá","8.03489040059982","2011-12-31"
"Charqueada","8.411600960929","2011-12-31"
"Colares","6.51767158308695","2011-12-31"
"Santa Cruz","6.76131316267375","2011-12-31"
"Bom Retiro do Sul","10","2011-12-31"
"Ipojuca","10","2011-12-31"
"Acará","7.29059746479314","2011-12-31"
"Cachoeirinha","7.75441164550063","2011-12-31"
"Agricolândia","6.61025714060729","2011-12-31"
"Acorizal","9.10263429243646","2011-12-31"
"Divina Pastora","5.09536514989549","2011-12-31"
"Luís Domingues","6.24954482645678","2011-12-31"
"Piraquê","9.57427171782674","2011-12-31"
"Salete","6.0774318273727","2011-12-31"
"São Vicente Ferrer","6.18657758131093","2011-12-31"
"Lupionópolis","7.61677305652759","2011-12-31"
"Coronel Murta","10","2011-12-31"
"Natércia","10","2011-12-31"
"Riacho da Cruz","3.4196512998106","2011-12-31"
"Iraí","5.63595016977575","2011-12-31"
"Sítio Novo","5.7793883033787","2011-12-31"
"Campo Alegre do Fidalgo","7.65005259572071","2011-12-31"
"Capim Branco","9.42520568092431","2011-12-31"
"Manhumirim","10","2011-12-31"
"Cedro","5.96611417127138","2011-12-31"
"Elisiário","7.51216948693583","2011-12-31"
"Itororó","5.63651581399905","2011-12-31"
"Cachoeira do Sul","10","2011-12-31"
"Restinga Seca","8.17296028976538","2011-12-31"
"Brejo dos Santos","7.53267802361056","2011-12-31"
"Meruoca","10","2011-12-31"
"Santo Antônio do Jardim","7.18216329655971","2011-12-31"
"Guarantã do Norte","9.71913997135007","2011-12-31"
"Natal","9.69207666163392","2011-12-31"
"Mendes","7.50791492390347","2011-12-31"
"Muitos Capões","8.91971215528362","2011-12-31"
"José da Penha","6.68121915969796","2011-12-31"
"Colorado","6.54439824549428","2011-12-31"
"Carmo do Rio Verde","8.57800876450516","2011-12-31"
"Querência","5.9064590131295","2011-12-31"
"Juruti","10","2011-12-31"
"Abelardo Luz","8.7257472486913","2011-12-31"
"Elói Mendes","10","2011-12-31"
"Santa Luzia","4.66659026279238","2011-12-31"
"Cianorte","10","2011-12-31"
"Jardim Alegre","7.51969604293911","2011-12-31"
"Joviânia","6.10702918030588","2011-12-31"
"Souto Soares","6.87624642447683","2011-12-31"
"Juranda","6.77931174748317","2011-12-31"
"Angelim","8.70648268428363","2011-12-31"
"Turvânia","6.53316447066927","2011-12-31"
"Malhador","7.10265748859483","2011-12-31"
"Maracajá","8.36166253202602","2011-12-31"
"Guimarães","6.32793770722856","2011-12-31"
"Lobato","9.10122677302012","2011-12-31"
"Águas Lindas de Goiás","6.81747464442058","2011-12-31"
"Bonfim","10","2011-12-31"
"Conceição da Aparecida","9.6103535431076","2011-12-31"
"Novo Oriente do Piauí","4.9155897201091","2011-12-31"
"Virgolândia","10","2011-12-31"
"Planalto","10","2011-12-31"
"Arambaré","10","2011-12-31"
"Piranhas","6.69668997317258","2011-12-31"
"Amparo de São Francisco","10","2011-12-31"
"Igarassu","10","2011-12-31"
"Prudente de Morais","10","2011-12-31"
"Vera Cruz","10","2011-12-31"
"Itapeva","9.32621024000808","2011-12-31"
"São Pedro do Piauí","6.20589651024517","2011-12-31"
"Jurema","6.72420760637219","2011-12-31"
"Manacapuru","9.72164938724357","2011-12-31"
"Boca do Acre","6.93283496293236","2011-12-31"
"Lábrea","4.53393933090887","2011-12-31"
"Porto","5.20758650735441","2011-12-31"
"Rio do Sul","10","2011-12-31"
"Jaguaretama","10","2011-12-31"
"Pentecoste","10","2011-12-31"
"Abaeté","8.27525512062154","2011-12-31"
"Nordestina","5.15886455607705","2011-12-31"
"Iúna","5.52492732077024","2011-12-31"
"Santana do Itararé","10","2011-12-31"
"Maranhãozinho","8.93323681973215","2011-12-31"
"Guaramirim","10","2011-12-31"
"Campo Bonito","6.27579300631327","2011-12-31"
"Santa Mariana","8.28316016346799","2011-12-31"
"Pirajuba","10","2011-12-31"
"Francinópolis","4.8180397930859","2011-12-31"
"Ibiracatu","6.98082983415327","2011-12-31"
"Miracema do Tocantins","10","2011-12-31"
"Cafelândia","6.16384706465983","2011-12-31"
"Laje","5.80230904396947","2011-12-31"
"Bom Sucesso","10","2011-12-31"
"Marzagão","6.76616387740792","2011-12-31"
"Trabiju","10","2011-12-31"
"São Leopoldo","10","2011-12-31"
"Nova Petrópolis","7.80350238945515","2011-12-31"
"Meridiano","10","2011-12-31"
"Guarani de Goiás","6.0865200317491","2011-12-31"
"Quirinópolis","10","2011-12-31"
"Maxaranguape","8.12816092897093","2011-12-31"
"Leandro Ferreira","10","2011-12-31"
"Barras","6.86887302508516","2011-12-31"
"São João do Soter","10","2011-12-31"
"Água Doce do Norte","9.03778253338704","2011-12-31"
"Nhamundá","6.35156763555606","2011-12-31"
"São Gonçalo do Amarante","10","2011-12-31"
"Jussari","5.50598112205002","2011-12-31"
"Catanduvas","5.37919212807796","2011-12-31"
"Santa Branca","10","2011-12-31"
"Soledade de Minas","6.0755242960078","2011-12-31"
"Livramento","10","2011-12-31"
"Concórdia","10","2011-12-31"
"Witmarsum","7.94168993453253","2011-12-31"
"Sertanópolis","10","2011-12-31"
"Dona Eusébia","6.90136880361485","2011-12-31"
"Guaraniaçu","6.1415667150704","2011-12-31"
"Tanhaçu","9.22552404520219","2011-12-31"
"Barra de Santa Rosa","8.9048964233613","2011-12-31"
"Pirajuí","6.95810822537231","2011-12-31"
"Pé de Serra","6.38233805801335","2011-12-31"
"Nova Olinda","5.52404707282584","2011-12-31"
"Senhor do Bonfim","8.23278367581804","2011-12-31"
"São João dos Patos","6.20544233148466","2011-12-31"
"Paramirim","5.54275797976019","2011-12-31"
"Ribeirópolis","10","2011-12-31"
"São Francisco de Itabapoana","9.63936678690322","2011-12-31"
"Barreiras","6.0324436354399","2011-12-31"
"Santa Helena","7.79785473627931","2011-12-31"
"Abadia dos Dourados","8.61639316653947","2011-12-31"
"Caiçara do Norte","10","2011-12-31"
"Alcântaras","10","2011-12-31"
"Balneário Arroio do Silva","9.75225343247054","2011-12-31"
"Barra de Santana","7.63987487480932","2011-12-31"
"Itarema","10","2011-12-31"
"São Pedro do Butiá","10","2011-12-31"
"Riachão das Neves","6.99486221146789","2011-12-31"
"Bragança","10","2011-12-31"
"Satubinha","5.21544914197361","2011-12-31"
"Santa Isabel","9.40109121738549","2011-12-31"
"Nossa Senhora dos Remédios","6.94347806744948","2011-12-31"
"Colinas","10","2011-12-31"
"Santa Cruz do Arari","4.05172792317568","2011-12-31"
"Carpina","7.36953967337658","2011-12-31"
"Vera Cruz","7.72084539133756","2011-12-31"
"Dolcinópolis","8.01589256421243","2011-12-31"
"Correntes","10","2011-12-31"
"Joanópolis","10","2011-12-31"
"Buritizal","10","2011-12-31"
"Brasilândia do Tocantins","7.53595839095548","2011-12-31"
"Dom Inocêncio","7.01434339839344","2011-12-31"
"Belo Monte","6.88457673112438","2011-12-31"
"Paranavaí","10","2011-12-31"
"Buritirama","8.84776233737092","2011-12-31"
"Erval Seco","7.49791885575055","2011-12-31"
"Rio Largo","9.19367947491964","2011-12-31"
"Capitão Poço","4.35952891660093","2011-12-31"
"Alto Paraíso de Goiás","8.45397920737776","2011-12-31"
"Santo André","10","2011-12-31"
"Ubaporanga","7.59855649285771","2011-12-31"
"Canavieira","8.27842855223745","2011-12-31"
"Jacuizinho","10","2011-12-31"
"Alegrete do Piauí","5.64642256941424","2011-12-31"
"Poço Branco","7.93553288682488","2011-12-31"
"São Mamede","7.49606401483567","2011-12-31"
"Batatais","9.45037859222712","2011-12-31"
"Lagoa Salgada","10","2011-12-31"
"Senador Amaral","7.07473014642071","2011-12-31"
"São João de Meriti","9.31719137095737","2011-12-31"
"Pai Pedro","6.60126151294408","2011-12-31"
"Aveiro","8.08956162474847","2011-12-31"
"Riachão do Jacuípe","7.46088201271091","2011-12-31"
"Glória D'Oeste","8.0560240529732","2011-12-31"
"Alegrete","10","2011-12-31"
"Abadiânia","8.96729255977531","2011-12-31"
"Seabra","6.06527595772279","2011-12-31"
"São Rafael","10","2011-12-31"
"Santo Antônio do Tauá","4.36362620579704","2011-12-31"
"Terra Rica","9.68364183315134","2011-12-31"
"Glicério","10","2011-12-31"
"Cunha Porã","7.00137243658559","2011-12-31"
"Costa Rica","10","2011-12-31"
"Pindobaçu","6.94049712811527","2011-12-31"
"Itati","10","2011-12-31"
"Santiago do Sul","8.90647192725001","2011-12-31"
"Itapirapuã","5.41745469179145","2011-12-31"
"Herval","9.24688825502892","2011-12-31"
"São Luis do Piauí","4.77177635750637","2011-12-31"
"Murici dos Portelas","6.02909484586157","2011-12-31"
"São Miguel do Araguaia","9.84875935872171","2011-12-31"
"Alvorada de Minas","9.62987070336892","2011-12-31"
"São José da Tapera","10","2011-12-31"
"Fernando Prestes","10","2011-12-31"
"Japaraíba","8.48190936732699","2011-12-31"
"Oratórios","9.93796953397473","2011-12-31"
"Mato Queimado","9.36117154572824","2011-12-31"
"Nova Trento","7.42095455765898","2011-12-31"
"Couto Magalhães","9.59135014017363","2011-12-31"
"Gouvelândia","10","2011-12-31"
"Queluzito","8.14829314683795","2011-12-31"
"Tapiraí","7.53310990244426","2011-12-31"
"Maiquinique","6.50388849735252","2011-12-31"
"Itaúna","6.53709016397061","2011-12-31"
"São João do Araguaia","4.91265691936337","2011-12-31"
"Jaçanã","5.07952648372958","2011-12-31"
"Monte Alegre de Sergipe","9.37866393220885","2011-12-31"
"Caldazinha","9.36272645192504","2011-12-31"
"Centro Novo do Maranhão","9.85475562194336","2011-12-31"
"Rosário Oeste","6.21669108752349","2011-12-31"
"Catas Altas da Noruega","7.46670748912698","2011-12-31"
"Itapecuru Mirim","5.46790323138811","2011-12-31"
"Santana do São Francisco","6.52896884181778","2011-12-31"
"Monte Alegre","10","2011-12-31"
"Arealva","8.59624432517336","2011-12-31"
"Minador do Negrão","8.50672455111104","2011-12-31"
"Paraibuna","10","2011-12-31"
"Patrocínio do Muriaé","4.00818613046007","2011-12-31"
"Jaboti","7.8824702026632","2011-12-31"
"Rosário do Ivaí","10","2011-12-31"
"Pindorama do Tocantins","7.73744569732749","2011-12-31"
"Nova Palmeira","7.6040657258015","2011-12-31"
"Bernardo do Mearim","6.83559634980429","2011-12-31"
"Capão Bonito","10","2011-12-31"
"Jacundá","4.82258285179606","2011-12-31"
"Casserengue","6.73861261161661","2011-12-31"
"Canelinha","6.88695392701976","2011-12-31"
"Pirapó","10","2011-12-31"
"Tomazina","8.13104521429728","2011-12-31"
"Tanabi","9.35653821966628","2011-12-31"
"Amparo","7.90834289408972","2011-12-31"
"Santa Rita do Tocantins","7.37182563327537","2011-12-31"
"Paulo Lopes","10","2011-12-31"
"Senador Georgino Avelino","10","2011-12-31"
"São Pedro da Aldeia","10","2011-12-31"
"Zacarias","10","2011-12-31"
"Parecis","5.41232152281251","2011-12-31"
"Matinhos","10","2011-12-31"
"Gravatal","7.85798172774395","2011-12-31"
"Santo Amaro","7.13419621335898","2011-12-31"
"Contenda","10","2011-12-31"
"São Luís do Quitunde","8.43032486488684","2011-12-31"
"Monsenhor Hipólito","4.92345064433051","2011-12-31"
"Capitão Leônidas Marques","6.05718214168339","2011-12-31"
"Dores do Rio Preto","6.75687175325319","2011-12-31"
"Cidade Ocidental","6.79467745868895","2011-12-31"
"Arantina","7.08569735021413","2011-12-31"
"Barra Longa","9.51671601001637","2011-12-31"
"Itapiúna","8.17210429291045","2011-12-31"
"Palmares do Sul","8.38005073186901","2011-12-31"
"Novo Acordo","9.93122338040091","2011-12-31"
"Gado Bravo","9.00218648991654","2011-12-31"
"Nova Laranjeiras","8.50580459445233","2011-12-31"
"Itapissuma","10","2011-12-31"
"Pimenta Bueno","7.59611975219065","2011-12-31"
"Irati","9.14046422077235","2011-12-31"
"Rio das Pedras","8.82553894863175","2011-12-31"
"Itapecerica da Serra","10","2011-12-31"
"Cajazeirinhas","6.10786423189954","2011-12-31"
"Frei Gaspar","5.85588469512953","2011-12-31"
"Mondaí","6.54261863781562","2011-12-31"
"Sentinela do Sul","9.61883706631584","2011-12-31"
"Neópolis","6.22100448573827","2011-12-31"
"Astolfo Dutra","6.03408690686772","2011-12-31"
"Uruaçu","8.49466765239167","2011-12-31"
"Poço das Antas","8.71861316894424","2011-12-31"
"Maracaçumé","8.07936535810664","2011-12-31"
"Lajes Pintadas","8.72060182919539","2011-12-31"
"Betim","10","2011-12-31"
"Barracão","7.25327973894153","2011-12-31"
"Água Comprida","10","2011-12-31"
"Firmino Alves","5.70183072674819","2011-12-31"
"Bom Jesus do Oeste","10","2011-12-31"
"Cocal dos Alves","6.12683259737345","2011-12-31"
"Espírito Santo do Turvo","8.4796806911854","2011-12-31"
"Caculé","4.71094284818218","2011-12-31"
"Cachoeira do Piriá","7.49431542855892","2011-12-31"
"Pouso Novo","8.59407937167005","2011-12-31"
"Aparecida de Goiânia","9.58240635667328","2011-12-31"
"Lontra","8.61937690375856","2011-12-31"
"Inhuma","5.79195630016542","2011-12-31"
"Silvânia","6.65466995232806","2011-12-31"
